Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2021/04/01,Thetford Mines,0,To meet visitors of Member’s office,Hosting a meeting,M0290699,Dépanneur Marie-Anne,7.60
2021/04/01,Thetford Mines,0,To meet visitors of Member’s office,Hosting a meeting,M0296632,Dépanneur Marie-Anne,3.89
2021/04/01,Thetford Mines,0,To meet visitors of Member’s office,Hosting a meeting,M0296632,Econo Club,30.00
2021/04/01,Thetford Mines,0,To meet visitors of Member’s office,Hosting a meeting,M0290699,Walmart,25.85
2021/11/09,Plessisville,8,To discuss constituency issues with stakeholders,Hosting a meeting,M0296497,L'Oeufrier Plessisville,23.90
2021/11/11,Thetford Mines,1,To discuss constituency issues with stakeholders,Hosting a meeting,M0296632,La Pizzeria du Boulevard,40.89
2021/12/02,Lac-Mégantic,8,To discuss constituency issues with stakeholders,Hosting a meeting,M0287881,Tim Hortons,9.99
2021/12/04,Lyster,150,To meet constituents,Hosting a town hall or community event,M0287881,Walmart,86.69
2021/12/04,Lyster,150,To meet constituents,Hosting a town hall or community event,M0287881,Canadian Tire,59.97
2021/12/11,Adstock,125,To meet constituents,Hosting a town hall or community event,M0290699,Walmart,69.72
2021/12/15,Disraeli (Ville),0,To attend staff events including training,Meal at a community activity or event,M0290623,La Chambre de commerce de Disraeli,90.00
2021/12/21,Thetford Mines,75,To celebrate a significant event,Hosting a town hall or community event,M0290052,"Marcoux, Patricia",250.00
2022/01/20,Lac-Mégantic,1,To plan Member's priorities and activities,Hosting a meeting,M0292554,Café Bistro La Brûlerie,51.47
2022/02/05,Plessisville,1,To meet constituents,Meal at a community activity or event,M0292039,Relais pour la vie de la MRC de l'Érable,170.00
2022/03/20,Courcelles,70,To meet constituents,Meal at a community activity or event,M0296612,Paroisse Notre-Dame des Amériques,32.00
2022/03/26,Plessisville,1,To meet constituents,Meal at a community activity or event,M0298820,Association des personnes handicapées de l'Érable,20.00
