Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2020/08/17,Montague,2,To meet constituents,Hosting a meeting,M0257995,Pizza Delight,37.27
2020/08/18,Morell,2,To meet constituents,Hosting a meeting,M0257995,Holy Cow Restaurant,54.92
2020/08/19,Montague,1,To meet constituents,Hosting a meeting,M0257995,Windows on the Water,119.53
2020/08/20,Montague,3,To meet constituents,Hosting a meeting,M0257995,Lady's Slipper Cafe,64.61
2020/09/05,Mount Stewart,3,To meet constituents,Hosting a meeting,M0257995,Peakes Tee,90.68
2020/09/08,Morell,2,To meet constituents,Hosting a meeting,M0257995,Holy Cow,85.08
2020/09/09,Stratford,1,To meet constituents,Hosting a meeting,M0257995,Phinley's Diner,35.58
2020/09/09,Cardigan,3,To meet constituents,Hosting a meeting,M0257995,Clam Diggers,158.42
2020/09/11,Brackley Beach,1,To meet constituents,Hosting a meeting,M0257995,The Dunes,166.57
2020/10/03,Cardigan,3,To meet constituents,Hosting a meeting,M0258273,Clam Diggers,174.71
2020/10/03,Montague,1,To meet constituents,Hosting a meeting,M0258273,Lady's Clipper Cafe,29.80
2020/10/07,Montague,1,To meet constituents,Hosting a meeting,M0258273,The Dynasty Restaurant,32.42
2020/10/08,Stratford,2,To meet constituents,Hosting a meeting,M0258273,Harbour Bridge Restaurant,58.38
2020/10/13,Montague,5,To meet constituents,Hosting a meeting,M0258273,Dynasty Restaurant,115.87
2020/10/14,Morell,1,To meet constituents,Hosting a meeting,M0258273,Holy Cow Burgers and Wings,41.64
2020/10/15,Montague,1,To meet constituents,Hosting a meeting,M0258273,Lady's Clipper Cafe,26.55
2020/10/16,Murray River,1,To meet constituents,Hosting a meeting,M0258273,Millstone  Grill,41.21
2020/10/17,Charlottetown,2,To meet constituents,Hosting a meeting,M0258287,Papa Joe's,121.71
2020/10/18,Souris,3,To meet constituents,Hosting a meeting,M0258287,21 Breakwater Restaurant,119.93
2020/10/20,Morell,1,To meet constituents,Hosting a meeting,M0258287,Holy Cow Burger and Wings,31.68
2020/10/22,Stratford,4,To meet constituents,Hosting a meeting,M0258287,Phinley's,90.86
2020/10/22,Cardigan,3,To meet constituents,Hosting a meeting,M0258287,Clam Diggers,142.97
2020/10/24,Stratford,1,To meet constituents,Hosting a meeting,M0258287,Harbour Bridge,31.96
2020/10/30,Charlottetown,3,To meet constituents,Hosting a meeting,M0257995,Sims Corner,238.50
2020/11/05,Charlottetown,1,To meet constituents,Hosting a meeting,M0258273,The Old Triangle,33.03
2020/11/05,Charlottetown,1,To meet constituents,Hosting a meeting,M0258273,Papa Joe's,74.83
2020/11/28,Cardigan,1,To meet constituents,Hosting a meeting,M0266974,Clam Diggers,76.50
2020/12/04,Charlottetown,2,To meet constituents,Hosting a meeting,M0266974,Papa Joe's Restaurant,68.01
2020/12/06,Cardigan,3,To meet constituents,Hosting a meeting,M0266974,Clam Diggers,152.50
2020/12/19,Charlottetown,3,To meet constituents,Hosting a meeting,M0266974,Papa Joe's Restaurant,95.35
2021/01/05,Morell,2,To meet constituents,Hosting a meeting,M0266991,Holy Cow Restaurant,69.50
2021/01/06,Montague,4,To meet constituents,Hosting a meeting,M0266991,Pizza Delight,76.83
