Date,Location,Total of Attendees,Purpose of Hospitality,Type of Event,Claim,Supplier,Total
2020/04/01,Fort St. John,0,To meet visitors of Member’s office,Hosting a meeting,M0255018,Peace Country Delite Ent. Ltd,92.17
2020/04/01,Fort St. John,0,To meet visitors of Member’s office,Hosting a meeting,M0251514,Safeway,13.48
2020/04/01,Fort St. John,0,To meet visitors of Member’s office,Hosting a meeting,M0251514,Peace Country Delite Ent. Ltd,40.67
2020/09/25,Vancouver,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0248638,Steamworks,27.15
2020/09/25,Vancouver,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0248638,Cactus Club Bentall,35.88
2020/09/25,Vancouver,2,To discuss constituency issues with stakeholders,Hosting a meeting,M0248638,Red Robin,41.28
2020/10/08,Dawson Creek,5,To meet constituents,Hosting a meeting,M0249444,Brown's Social House,116.65
2020/10/20,Dawson Creek,1,To meet constituents,Hosting a meeting,M0250741,White Spot,30.16
2020/10/22,Fort St. John,5,To plan Member's priorities and activities,Hosting a meeting,M0251514,Olio's Pizza,59.00
2020/11/05,Fort St. John,2,To meet constituents,Hosting a meeting,M0252547,Browns Social House,72.47
2020/11/06,Fort St. John,1,To meet constituents,Hosting a meeting,M0252547,Browns Social House,45.98
