Claim,Travel start date,Travel end date,Traveller Name,Traveller Type,Purpose of Travel,Dates,Departure,Destination,Transportation,Accommodations,Meals and Incidentals,Points Reg.,Points Spec.,Points U.S.A.,Total
200488915,2021/04/01,2021/04/30,,,,,,,0.0000,1785.0000,0.0000,0,0,0,1785.00
200488915,2021/04/01,2021/04/30,"Cannings, Richard",Member,Secondary Residence,2021/04/01,OTTAWA,OTTAWA,,,,,,,
200491830,2021/05/01,2021/05/31,,,,,,,0.0000,1785.0000,0.0000,0,0,0,1785.00
200491830,2021/05/01,2021/05/31,"Cannings, Richard",Member,Secondary Residence,2021/05/01,OTTAWA,OTTAWA,,,,,,,
200498361,2021/06/01,2021/06/30,,,,,,,0.0000,1785.0000,0.0000,0,0,0,1785.00
200498361,2021/06/01,2021/06/30,"Cannings, Richard",Member,Secondary Residence,2021/06/01,OTTAWA,OTTAWA,,,,,,,
T0213473,2021/06/12,2021/06/19,,,,,,,2314.7500,0.0000,801.0700,1.0000,0,0,3115.82
T0213473,2021/06/12,2021/06/19,"Cannings, Richard",Member,To travel to/from constituency and Ottawa,2021/06/12,Penticton,Ottawa,,,,,,,
T0213473,2021/06/12,2021/06/19,"Cannings, Richard",Member,To travel to/from constituency and Ottawa,2021/06/19,Ottawa,Penticton,,,,,,,
200503119,2021/07/01,2021/07/31,,,,,,,0.0000,1785.0000,0.0000,0,0,0,1785.00
200503119,2021/07/01,2021/07/31,"Cannings, Richard",Member,Secondary Residence,2021/07/01,OTTAWA,OTTAWA,,,,,,,
