Supplier,Description,Date,Total
Zig Zag Roman Canadian,Advertising,2019/04/24,21.74
Data Sciences,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2020/05/01,88.44
Data Sciences,Licencing/Maintenance for Application Software and for Application Development and Delivery Software,2020/05/01,139.80
TEKSAVVY,Internet (COVID19),2020/06/20,49.95
Métro Média,Advertising,2020/06/27,72.00
TEKSAVVY,Internet (COVID19),2020/07/31,49.95
WORD-LINK,Internet (COVID19),2020/08/11,31.01
TEKSAVVY,Internet (COVID19),2020/08/31,49.95
WORLD LINK,Internet (COVID19),2020/09/11,31.01
BELL,Internet (COVID19),2020/09/27,95.95
TEKSAVVY,Internet (COVID19),2020/09/30,59.95
National Bank of Canada,Banking Fees and Cheque Orders,2020/10/09,3.75
WORLD-LINK,Internet (COVID19),2020/10/11,31.01
BELL,Internet (COVID19),2020/10/27,95.95
Shield of Athena,Advertising,2020/10/27,50.00
TEKSAVVY,Internet (COVID19),2020/10/31,59.95
National Bank of Canada,Banking Fees and Cheque Orders,2020/11/10,6.25
WORLD-LINK,Internet (COVID19),2020/11/11,31.01
Journal HafteH,Advertising,2020/11/20,22.00
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2020/11/23,23.12
Shared Services Canada –  Services partagés Canada,Monthly Phone Service - Federal Government Departments,2020/11/23,214.44
Shared Services Canada –  Services partagés Canada,Long Distance - Federal Government Departments,2020/11/23,3.18
BELL,Internet (COVID19),2020/11/27,95.95
Réseau Affaires Verdun,Advertising,2020/11/29,150.00
TEKSAVVY,Internet (COVID19),2020/11/30,59.95
Associazione Messinese di Montreal Inc.,Advertising,2020/12/01,500.00
Bell Mobility – Bell Mobilité,Voice and data overage fees for mobile devices,2020/12/03,32.20
Bell Mobility – Bell Mobilité,Voice and Data Plan for Mobile Devices,2020/12/03,194.57
Filipino Forum,Advertising,2020/12/03,29.41
Voice of Community Publisher Co.,Advertising,2020/12/03,53.57
Métro Média,Advertising,2020/12/05,360.00
Réseau Affaires Verdun,Advertising,2020/12/08,400.00
National Bank of Canada,Banking Fees and Cheque Orders,2020/12/10,6.25
Dollarama,Office Decor,2020/12/11,7.50
WORLD-LINK,Internet (COVID19),2020/12/11,31.01
Métro Média,Advertising,2020/12/12,560.00
Hydro Quebec,Public Utilities,2020/12/14,236.85
Filipino Star,Advertising,2020/12/15,73.53
Il Cittadino Canadese,Advertising,2020/12/15,71.00
Il Cittadino Canadese,Advertising,2020/12/15,210.00
Jang Montreal,Advertising,2020/12/15,41.66
The North American Filipino Star,Advertising,2020/12/15,73.53
Dollarama,Office Decor,2020/12/16,5.75
Journal El Chasqui Latino Inc,Advertising,2020/12/16,29.42
Poste Canada,Postage and Parcel Post,2020/12/16,12.40
Armeniennes Horizon,Advertising,2020/12/17,20.58
"SUBURBAN, THE",Advertising,2020/12/17,123.00
Métro Média,Advertising,2020/12/19,913.50
Newsfirst Multimédia (9030-2944 Québec Inc.),Advertising,2020/12/21,91.77
